Release.Date,Movie,Production.Budget,Domestic.Gross,Worldwide.Gross,Rate,Raters,Genres,imdbUrl,Directed.by,Produced.by,Written.by,Starring,Music.by,Cinematography,Edited.by,Production.company,Distributed.by,Release.date,Running.time,Country,Language,Budget,Box.office,wikiUrl,image,Screenplay.by,Story.by,Based.on,Production.companies
12/17/2014,The Hobbit: The Battle of the Five Armies,"$250,000,000","$255,119,788","$955,119,788",7.4,"398,885",Adventure Fantasy,http://www.imdb.com/title/tt2310332/,Peter Jackson,"Carolynne Cunningham
Zane Weiner
Fran Walsh
Peter Jackson",NA,"Martin Freeman
Ian McKellen
Richard Armitage
Luke Evans
Evangeline Lilly
Lee Pace
Benedict Cumberbatch
Ken Stott
James Nesbitt
Cate Blanchett
Ian Holm
Christopher Lee
Hugo Weaving
Orlando Bloom",Howard Shore,Andrew Lesnie,Jabez Olssen,NA,Warner Bros. Pictures,"1 December 2014 (2014-12-01) (London premiere)
11 December 2014 (2014-12-11) (New Zealand)
17 December 2014 (2014-12-17) (United States)","144 minutes[1](Theatrical)
164 minutes(Extended)","New Zealand[2]
United States",English,$250 million[3],$956 million[4],https://en.wikipedia.org/wiki/The_Hobbit:_The_Battle_of_the_Five_Armies,//upload.wikimedia.org/wikipedia/en/0/0e/The_Hobbit_-_The_Battle_of_the_Five_Armies.jpg,"Fran Walsh
Philippa Boyens
Peter Jackson
Guillermo del Toro",NA,"The Hobbit
by J. R. R. Tolkien","New Line Cinema
Metro-Goldwyn-Mayer
WingNut Films"
12/13/2013,The Hobbit: The Desolation of Smaug,"$250,000,000","$258,366,855","$960,366,855",7.9,"526,626",Adventure Fantasy,http://www.imdb.com/title/tt1170358/,Peter Jackson,"Carolynne Cunningham
Zane Weiner
Fran Walsh
Peter Jackson",NA,"Ian McKellen
Martin Freeman
Richard Armitage
Benedict Cumberbatch
Evangeline Lilly
Lee Pace
Luke Evans
Stephen Fry
Ken Stott
James Nesbitt
Orlando Bloom",Howard Shore,Andrew Lesnie,Jabez Olssen,"New Line Cinema
Metro-Goldwyn-Mayer
WingNut Films",Warner Bros. Pictures,"2 December 2013 (2013-12-02) (Los Angeles)
12 December 2013 (2013-12-12) (New Zealand)
13 December 2013 (2013-12-13) (United States)","161 minutes
(Theatrical)[1]
186 minutes
(Extended)","New Zealand[2]
United States[2]",English,$217 million[3],$958.4 million[4],https://en.wikipedia.org/wiki/The_Hobbit:_The_Desolation_of_Smaug,//upload.wikimedia.org/wikipedia/en/4/4f/The_Hobbit_-_The_Desolation_of_Smaug_theatrical_poster.jpg,"Fran Walsh
Philippa Boyens
Peter Jackson
Guillermo del Toro",NA,"The Hobbit
by J. R. R. Tolkien",NA
12/8/2006,The Holiday,"$85,000,000","$63,280,000","$205,190,324",6.9,"198,700",Comedy Romance,http://www.imdb.com/title/tt0457939/,Pooja Bhatt,Pooja Bhatt,NA,Dino MoreaOnjolee NairKashmira Shah,Ranjit Barot,NA,NA,NA,NA,10 February 2006 (2006-02-10),NA,India,Hindi,NA,NA,https://en.wikipedia.org/wiki/Holiday_(2006_film),//upload.wikimedia.org/wikipedia/en/thumb/c/ca/Holiday2006.jpg/220px-Holiday2006.jpg,NA,NA,NA,NA
6/21/1996,The Hunchback of Notre Dame,"$100,000,000","$100,138,851","$325,500,000",6.9,"114,461",Animation Drama Family Musical Romance,http://www.imdb.com/title/tt0116583/,Gary TrousdaleKirk Wise,Don Hahn,"Tab MurphyIrene Mecchi
Bob Tzudiker
Noni WhiteJonathan Roberts","Tom Hulce
Demi Moore
Tony Jay
Kevin Kline
Paul Kandel
Jason Alexander
Charles Kimbrough
Mary Wickes
David Ogden Stiers",Alan Menken,NA,Ellen Keneshea,Walt Disney PicturesWalt Disney Feature Animation,Buena Vista Pictures,"June 21, 1996 (1996-06-21)",91 minutes,United States,English,$100 million[2],$325.3 million[2],https://en.wikipedia.org/wiki/The_Hunchback_of_Notre_Dame_(1996_film),//upload.wikimedia.org/wikipedia/en/9/9d/Hunchbackposter.jpg,NA,NA,"The Hunchback of Notre-Dame
by Victor Hugo",NA
3/23/2012,The Hunger Games,"$80,000,000","$408,010,692","$677,923,379",7.2,"751,431",Adventure Sci-Fi Thriller,http://www.imdb.com/title/tt1392170/,Gary Ross,"Nina Jacobson
Jon Kilik",NA,"Jennifer Lawrence
Josh Hutcherson
Liam Hemsworth
Woody Harrelson
Elizabeth Banks
Lenny Kravitz
Stanley Tucci
Donald Sutherland",James Newton Howard,Tom Stern,"Stephen Mirrione
Juliette Welfling",Color Force,Lionsgate Films,"March 12, 2012 (2012-03-12) (Los Angeles premiere)
March 23, 2012 (2012-03-23) (United States)",142 minutes[1][2],United States,English,$78 million[3],$694.4 million[4],https://en.wikipedia.org/wiki/The_Hunger_Games_(film),//upload.wikimedia.org/wikipedia/en/thumb/4/42/HungerGamesPoster.jpg/220px-HungerGamesPoster.jpg,"Suzanne Collins
Gary Ross
Billy Ray",NA,"The Hunger Games
by Suzanne Collins",NA
11/22/2013,The Hunger Games: Catching Fire,"$130,000,000","$424,668,047","$864,868,047",7.5,"538,314",Action Adventure Mystery Sci-Fi Thriller,http://imdb.com/title/tt1951264/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11/21/2014,The Hunger Games: Mockingjay - Part 1,"$125,000,000","$337,135,885","$766,652,288",6.7,"343,743",Action Adventure Sci-Fi Thriller,http://www.imdb.com/title/tt1951265/,Francis Lawrence,"Nina Jacobson
Jon Kilik",NA,"Jennifer Lawrence
Josh Hutcherson
Liam Hemsworth
Woody Harrelson
Elizabeth Banks
Julianne Moore
Philip Seymour Hoffman
Jeffrey Wright
Stanley Tucci
Donald Sutherland",James Newton Howard,Jo Willems,"Alan Edward Bell
Mark Yoshikawa",Color Force,Lionsgate Films,"November 10, 2014 (2014-11-10) (London)
November 21, 2014 (2014-11-21) (United States)",123 minutes[2],United States,English,$140 million[3],$755.4 million[4],https://en.wikipedia.org/wiki/The_Hunger_Games:_Mockingjay_%E2%80%93_Part_1,//upload.wikimedia.org/wikipedia/en/thumb/6/63/MockingjayPart1Poster3.jpg/220px-MockingjayPart1Poster3.jpg,"Peter Craig[1]
Danny Strong",NA,"Mockingjay
by Suzanne Collins",NA
11/20/2015,The Hunger Games: Mockingjay - Part 2,"$160,000,000","$281,723,902","$650,523,427",6.6,"215,160",Action Adventure Sci-Fi Thriller,http://www.imdb.com/title/tt1951266/,Francis Lawrence,"Nina Jacobson
Jon Kilik",NA,"Jennifer Lawrence
Josh Hutcherson
Liam Hemsworth
Woody Harrelson
Elizabeth Banks
Julianne Moore
Philip Seymour Hoffman
Jeffrey Wright
Stanley Tucci
Donald Sutherland",James Newton Howard,Jo Willems,"Alan Edward Bell
Mark Yoshikawa",Color Force,Lionsgate Films,"November 4, 2015 (2015-11-04) (Berlin premiere)
November 20, 2015 (2015-11-20) (United States)",137 minutes[2][3],United States,English,$160 million[4][5],$653.4 million[5],https://en.wikipedia.org/wiki/The_Hunger_Games:_Mockingjay_%E2%80%93_Part_2,//upload.wikimedia.org/wikipedia/en/thumb/9/9d/Mockingjay_Part_2_Poster.jpg/220px-Mockingjay_Part_2_Poster.jpg,"Peter Craig[1]
Danny Strong",NA,"Mockingjay
by Suzanne Collins",NA
4/22/2016,The Huntsman: Winter’s War,"$115,000,000","$48,003,015","$165,149,302",6.1,"72,455",Action Adventure Drama Fantasy,http://www.imdb.com/title/tt2381991/,Cedric Nicolas-Troyan,Joe Roth,"Evan Spiliotopoulos
Craig Mazin","Chris Hemsworth
Charlize Theron
Emily Blunt
Nick Frost
Sam Claflin
Rob Brydon
Jessica Chastain",James Newton Howard,Phedon Papamichael,Conrad Buff,NA,Universal Pictures,"March 29, 2016 (2016-03-29) (Hamburg)
April 22, 2016 (2016-04-22) (United States)",114 minutes[1],United States,English,$115 million[2][3],$165 million[4],https://en.wikipedia.org/wiki/The_Huntsman:_Winter%27s_War,NA,NA,NA,"Characters
by Evan Daugherty
The Snow Queen
by Hans Christian Andersen
Snow White
by The Brothers Grimm","Roth Films
Perfect World Pictures"
6/13/2008,The Incredible Hulk,"$137,500,000","$134,806,913","$265,573,859",6.8,"352,190",Action Adventure Sci-Fi,http://www.imdb.com/title/tt0800080/,Louis Leterrier,"Avi Arad
Gale Anne Hurd
Kevin Feige",NA,"Edward Norton
Liv Tyler
Tim Roth
Tim Blake Nelson
Ty Burrell
William Hurt",Craig Armstrong,Peter Menzies Jr.,"John Wright
Rick Shaine
Vincent Tabaillon","Marvel Studios
Valhalla Motion Pictures",Universal Pictures,"June 8, 2008 (2008-06-08) (Gibson Amphitheatre)
June 13, 2008 (2008-06-13) (United States)",112 minutes[1],United States,English,$150 million[2],$263.4 million[3],https://en.wikipedia.org/wiki/The_Incredible_Hulk_(film),//upload.wikimedia.org/wikipedia/en/thumb/8/88/The_Incredible_Hulk_poster.jpg/220px-The_Incredible_Hulk_poster.jpg,Zak Penn,NA,"Hulk
by

Stan Lee
Jack Kirby",NA
11/5/2004,The Incredibles,"$92,000,000","$261,441,092","$614,726,752",8.0,"523,452",Animation Action Adventure Family,http://www.imdb.com/title/tt0317705/,Brad Bird,John Walker,Brad Bird,"Craig T. Nelson
Holly Hunter
Sarah Vowell
Spencer Fox
Jason Lee
Samuel L. Jackson
Elizabeth Peña",Michael Giacchino,"Andrew Jimenez
Patrick Lin
Janet Lucroy",Stephen Schaffer,"Walt Disney Pictures
Pixar Animation Studios",Buena Vista Pictures,"October 27, 2004 (2004-10-27) (London Film Festival)
November 5, 2004 (2004-11-05) (United States)",115 minutes[1],United States,English,$92 million,$633 million[2],https://en.wikipedia.org/wiki/The_Incredibles,//upload.wikimedia.org/wikipedia/en/thumb/e/ec/The_Incredibles.jpg/220px-The_Incredibles.jpg,NA,NA,NA,NA
4/22/2005,The Interpreter,"$90,000,000","$72,708,161","$162,753,837",6.4,"89,558",Crime Mystery Thriller,http://www.imdb.com/title/tt0373926/,Sydney Pollack,Tim BevanEric FellnerKevin Misher,Martin Stellman (story)Brian Ward (story)David Rayfiel (uncredited),Nicole KidmanSean PennCatherine Keener,James Newton Howard,Darius Khondji,William Steinkamp,"Working Title FilmsStudioCanal
Mirage Enterprises",Universal Pictures,"8 April 2005 (2005-04-08) (Greece)
15 April 2005 (2005-04-15) (United Kingdom)
April 22, 2005 (2005-04-22) (United States)",128 minutes,"United Kingdom
United States
France
Germany",EnglishKu,$80 million,$162.9 million,https://en.wikipedia.org/wiki/The_Interpreter,//upload.wikimedia.org/wikipedia/en/thumb/7/70/Interpreterthe.jpg/220px-Interpreterthe.jpg,Charles RandolphScott FrankSteven Zaillian,NA,NA,NA
8/17/2007,The Invasion,"$80,000,000","$15,074,191","$40,147,042",5.9,"68,091",Sci-Fi Thriller,http://www.imdb.com/title/tt0427392/,Oliver HirschbiegelJames McTeigue (uncredited)[1],Joel Silver,David KajganichThe Wachowskis (uncredited)[1],"Nicole KidmanDaniel CraigJeremy Northam
Jackson BondJeffrey WrightVeronica Cartwright",John Ottman,Rainer Klausmann,"Joel Negron
Hans Funck",Village Roadshow PicturesSilver PicturesVertigo Entertainment,Warner Bros. Pictures,"August 17, 2007 (2007-08-17)",99 minutes,United States,"English
Russian",$65–80 million[1][2],$40.2 million[2],https://en.wikipedia.org/wiki/Invasion_(2007_film),//upload.wikimedia.org/wikipedia/en/thumb/6/64/The_Invasion_film_poster.jpg/215px-The_Invasion_film_poster.jpg,NA,NA,"The Body Snatchers
by Jack Finney",NA
7/22/2005,The Island,"$120,000,000","$35,818,913","$163,018,913",6.9,"276,417",Action Adventure Romance Sci-Fi Thriller,http://www.imdb.com/title/tt0399201/,Michael Bay,"Michael Bay
Ian Bryce
Walter F. Parkes",NA,"Ewan McGregor
Scarlett Johansson
Djimon Hounsou
Sean Bean
Michael Clarke Duncan
Steve Buscemi",Steve Jablonsky,"Mauro Fiore
Mitchell Amundsen","Paul Rubell
Christian Wagner
Roger Barton
John Murray
Tom Muldoon",Parkes/MacDonald Productions,DreamWorks Pictures(United States)Warner Bros. Pictures(International),"July 22, 2005 (2005-07-22)",136 minutes[1],United States,English,$126 million[2],$162.9 million[2],https://en.wikipedia.org/wiki/The_Island_(2005_film),//upload.wikimedia.org/wikipedia/en/thumb/5/56/The-island.jpg/220px-The-island.jpg,"Alex Kurtzman
Roberto Orci
Caspian Tredwell-Owen",Caspian Tredwell-Owen,NA,NA
4/15/2016,The Jungle Book,"$175,000,000","$364,001,123","$963,901,123",7.5,"211,360",Adventure Drama Family Fantasy,http://www.imdb.com/title/tt3040964/,Jon Favreau,"Jon Favreau
Brigham Taylor",NA,"Bill Murray
Ben Kingsley
Idris Elba
Lupita Nyong'o
Scarlett Johansson
Giancarlo Esposito
Christopher Walken
Neel Sethi","John Debney
(The Jungle Book themes composed by George Bruns)",Bill Pope,Mark Livolsi,"Walt Disney Pictures
Fairview Entertainment","Walt Disney Studios
Motion Pictures","April 4, 2016 (2016-04-04) (El Capitan Theatre)
April 15, 2016 (2016-04-15) (United States)",106 minutes[2],United States,English,$175 million[3][4],$966.6 million[5],https://en.wikipedia.org/wiki/The_Jungle_Book_(2016_film),//upload.wikimedia.org/wikipedia/en/a/a4/The_Jungle_Book_%282016%29.jpg,Justin Marks,NA,"Disney's The Jungle Book[1]
The Jungle Book
by Rudyard Kipling",NA
7/1/2010,The Last Airbender,"$150,000,000","$131,772,187","$319,713,881",4.2,"127,895",Action Adventure Family Fantasy,http://www.imdb.com/title/tt0938283/,M. Night Shyamalan,"M. Night Shyamalan
Sam Mercer
Frank Marshall",NA,"Noah Ringer
Dev Patel
Nicola Peltz
Jackson Rathbone
Shaun Toub
Aasif Mandvi
Cliff Curtis",James Newton Howard,Andrew Lesnie,Conrad Buff,"Nickelodeon Movies
Blinding Edge Pictures[1]
The Kennedy/Marshall Company[1]",Paramount Pictures[2],"June 30, 2010 (2010-06-30) (New York City)
July 2, 2010 (2010-07-02) (United States)",103 minutes[3][4],United States,English,$150 million[5][2],$319.7 million[2][6],https://en.wikipedia.org/wiki/The_Last_Airbender,//upload.wikimedia.org/wikipedia/en/thumb/8/8e/The_Last_Airbender_Poster.png/220px-The_Last_Airbender_Poster.png,M. Night Shyamalan,NA,"Avatar: The Last Airbender
by Michael Dante DiMartino andBryan Konietzko",NA
12/5/2003,The Last Samurai,"$140,000,000","$111,110,575","$456,810,575",7.7,"341,846",Action Drama History War,http://www.imdb.com/title/tt0325710/,Edward Zwick,"Marshall Herskovitz
Edward ZwickTom CruisePaula Wagner
Scott Kroopf
Tom Engelman",NA,Tom CruiseTimothy SpallKen WatanabeBilly ConnollyTony GoldwynHiroyuki SanadaKoyuki,Hans Zimmer,John Toll,"Steven Rosenblum
Victor Dubois",NA,Warner Bros.,"November 20, 2003 (2003-11-20) (Tokyo)
December 5, 2003 (2003-12-05) (United States)",154 minutes[1],United States,"English
Japanese",$140 million[2],$456.8 million[2],https://en.wikipedia.org/wiki/The_Last_Samurai,//upload.wikimedia.org/wikipedia/en/thumb/c/c6/The_Last_Samurai.jpg/220px-The_Last_Samurai.jpg,"John Logan
Edward Zwick
Marshall Herskovitz",John Logan,NA,Radar PicturesThe Bedford Falls CompanyCruise/Wagner Productions
10/23/2015,The Last Witch Hunter,"$80,000,000","$27,367,660","$131,234,406",6.0,"75,607",Action Adventure Fantasy,http://www.imdb.com/title/tt1618442/,Breck Eisner,"Mark Canton
Vin Diesel
Bernie Goldmann","Cory Goodman
Matt Sazama
Burk Sharpless","Vin Diesel
Elijah Wood
Rose Leslie
Ólafur Darri Ólafsson
Julie Engelbrecht
Michael Caine",Steve Jablonsky[1],Dean Semler,"Dean Zimmerman
Chris Lebenzon",NA,Summit Entertainment,"October 13, 2015 (2015-10-13) (New York City)
October 23, 2015 (2015-10-23) (United States)",106 minutes[3],United States,English,$90 million[4],$146.9 million[4],https://en.wikipedia.org/wiki/The_Last_Witch_Hunter,//upload.wikimedia.org/wikipedia/en/thumb/8/8f/The_Last_Witch_Hunter_poster.jpg/220px-The_Last_Witch_Hunter_poster.jpg,NA,NA,NA,"Mark Canton Productions
One Race Films
Goldmann Pictures[2]"
7/11/2003,The League of Extraordinary Gentlemen,"$78,000,000","$66,465,204","$179,265,204",5.8,"149,137",Action Adventure Fantasy,http://www.imdb.com/title/tt0311429/,Stephen Norrington,"Trevor Albert
Rick Benattar
Sean Connery
Mark Gordon
Don Murphy
Michael Nelson",NA,"Sean Connery
Shane West
Stuart Townsend
Peta Wilson
Jason Flemyng",Trevor Jones,Dan Laustsen,Paul Rubell,NA,20th Century Fox,"July 11, 2003 (2003-07-11)",110 minutes[1],"United Kingdom
Germany
Czech Republic
United States[2]","English
German
Italian",$78 million[3],$179.3 million[3],https://en.wikipedia.org/wiki/The_League_of_Extraordinary_Gentlemen_%28film%29,//upload.wikimedia.org/wikipedia/en/thumb/5/53/The_league_of_Extraordinary_Gentlemen_movie.jpg/220px-The_league_of_Extraordinary_Gentlemen_movie.jpg,James Dale Robinson,NA,The League of Extraordinary Gentlemen byAlan MooreKevin O'Neill,"20th Century Fox
Angry Films
International Production Company
JD Productions"
7/1/2016,The Legend of Tarzan,"$180,000,000","$126,643,061","$349,143,061",6.3,"130,132",Action Adventure Drama Romance,http://www.imdb.com/title/tt0918940/,David Yates,"Jerry Weintraub
David Barron
Alan Riche
Tony Ludwig",NA,"Alexander Skarsgård
Samuel L. Jackson
Margot Robbie
Djimon Hounsou
Jim Broadbent
Christoph Waltz",Rupert Gregson-Williams,Henry Braham,Mark Day,"Village Roadshow Pictures
RatPac-Dune Entertainment
Jerry Weintraub Productions
Riche/Ludwig Productions
Beaglepug Productions",Warner Bros. Pictures,"June 27, 2016 (2016-06-27) (Dolby Theatre)
July 1, 2016 (2016-07-01) (United States)",110 minutes[1],United States,English,$180 million[2],$356.7 million[2],https://en.wikipedia.org/wiki/Tarzan_(2016_film),//upload.wikimedia.org/wikipedia/en/thumb/e/e5/The_Legend_of_Tarzan_poster.jpg/220px-The_Legend_of_Tarzan_poster.jpg,"Adam Cozad
Craig Brewer","Craig Brewer
Adam Cozad","Tarzan stories created
by Edgar Rice Burroughs",NA
10/28/2005,The Legend of Zorro,"$80,000,000","$45,575,336","$141,475,336",5.9,"78,173",Action Adventure Western,http://www.imdb.com/title/tt0386140/,Martin Campbell,"Walter F. Parkes

Laurie MacDonald

Lloyd Phillips",NA,"Antonio Banderas

Catherine Zeta-Jones

Rufus Sewell

Nick Chinlund",James Horner,Phil Meheux,Stuart Baird,"Spyglass Entertainment

Amblin Entertainment",Columbia Pictures,"October 24, 2005 (2005-10-24)",129 minutes,United States,"English
Spanish",$75 million,$142.4 million,https://en.wikipedia.org/wiki/The_Legend_of_Zorro,//upload.wikimedia.org/wikipedia/en/thumb/d/d3/The_Legend_of_Zorro_poster.jpg/220px-The_Legend_of_Zorro_poster.jpg,"Roberto Orci

Alex Kurtzman","Roberto Orci

Alex Kurtzman

Ted Elliott

Terry Rossio","Zorro
by Johnston McCulley",NA
2/10/2017,The Lego Batman Movie,"$80,000,000","$175,750,384","$310,940,997",7.3,"82,709",Animation Action Adventure Comedy Family Fantasy,http://www.imdb.com/title/tt4116284/,Chris McKay,"Dan Lin
Phil Lord
Christopher Miller
Roy Lee",NA,"Will Arnett
Zach Galifianakis
Michael Cera
Rosario Dawson
Ralph Fiennes",Lorne Balfe[1],NA,"David Burrows
Matt Villa
John Venzon",NA,Warner Bros. Pictures[3],"January 29, 2017 (2017-01-29) (Dublin)[4]
February 9, 2017 (2017-02-09) (Denmark)
February 10, 2017 (2017-02-10) (United States)
March 30, 2017 (2017-03-30) (Australia)",104 minutes[5],"United States
Denmark
Australia",English,$80 million[6][7],$312 million[7],https://en.wikipedia.org/wiki/The_Lego_Batman_Movie,//upload.wikimedia.org/wikipedia/en/6/61/The_Lego_Batman_Movie_PromotionalPoster.jpg,"Seth Grahame-Smith
Chris McKenna
Erik Sommers
Jared Stern
John Whittington",Seth Grahame-Smith,"Characters
from DC Comics
Lego Construction Toys","Warner Animation Group[2]
DC Entertainment[2]
RatPac-Dune Entertainment[2]
Lego System A/S[2]
Vertigo Entertainment[2]
Lin Pictures
Animal Logic[2]
Lord Miller Productions[2]"
6/15/1994,The Lion King,"$79,300,000","$422,780,140","$987,480,140",8.5,"728,090",Animation Adventure Drama Family Musical,http://imdb.com/title/tt0110357/,"Roger Allers
Rob Minkoff",Don Hahn,NA,"Jonathan Taylor Thomas
Matthew Broderick
James Earl Jones
Jeremy Irons
Moira Kelly
Niketa Calame
Ernie Sabella
Nathan Lane
Robert Guillaume
Rowan Atkinson
Whoopi Goldberg
Cheech Marin
Jim Cummings
Madge Sinclair",Hans Zimmer,NA,Ivan Bilancio,Walt Disney PicturesWalt Disney Feature Animation,Buena Vista Pictures,"June 15, 1994 (1994-06-15)",88 minutes[1],United States,English,$45 million[2],$968.5 million[2],https://en.wikipedia.org/wiki/The_Lion_King,//upload.wikimedia.org/wikipedia/en/thumb/3/3d/The_Lion_King_poster.jpg/220px-The_Lion_King_poster.jpg,"Irene Mecchi
Jonathan Roberts
Linda Woolverton","Jim Capobianco
Lorna Cook
Thom Enriquez
Andy Gaskill
Francis Glebas
Ed Gombert
Kevin Harkey
Barry Johnson
Mark Kausler
Jorgen Klubien
Larry Leker
Rick Maki
Burny Mattinson
Joe Ranft
Chris Sanders
Tom Sito
Gary Trousdale",NA,NA
2/12/2016,The Little Prince,"$77,500,000","$1,311,213","$103,529,508",7.8,"42,180",Animation Adventure Drama Family Fantasy,http://www.imdb.com/title/tt1754656/,Mark Osborne,"Dimitri Rassam
Aton Soumache
Alexis Vonarb",NA,"Jeff Bridges
Rachel McAdams
Paul Rudd
Bud Cort
Marion Cotillard
Benicio del Toro
James Franco
Ricky Gervais
Paul Giamatti
Riley Osborne
Albert Brooks
Mackenzie Foy","Hans Zimmer
Richard Harvey","Adel Abada
Kris Kapp","Carole Kravetz Aykanian
Matt Landon","Wild Bunch
Kaibou Productions
LPPTV
M6 Films
On Animation Studios
Onyx Films
Orange Studio
TouTenKartoon",Paramount Pictures,"22 May 2015 (2015-05-22) (Cannes)[1]
29 July 2015 (2015-07-29) (France)[2]",108 minutes[3],France[4],English[5][6],$77.5 million[7],$97.6 million[8],https://en.wikipedia.org/wiki/The_Little_Prince_%282015_film%29,//upload.wikimedia.org/wikipedia/en/1/1a/The_Little_Prince_%282015_film%29_poster.png,"Irena Brignull
Bob Persichetti",NA,The Little Prince by Antoine de Saint-Exupéry,NA
